step,loss,gradient_norm,update_norm,accepted
1,0.02379380632794093,0.006792260228522526,0.44632126365455066,1
2,0.023389683623194164,0.0010176276360271516,0.34256827907608284,1
3,0.023413745659793813,0.0,0.2646189751737542,1
4,0.023413745659793813,0.0,0.2166324867504468,1
5,0.023413745659793813,0.0,0.18301035260631962,1
6,0.023413745659793813,0.0,0.15765926319752907,1
7,0.023413745659793813,0.0,0.13762729230200824,1
8,0.023413745659793813,0.0,0.12128025900985494,1
9,0.023413745659793813,0.0,0.10762645050959359,1
10,0.023413745659793813,0.0,0.09602199874735348,1
11,0.023413745659793813,0.0,0.08602658130642098,1
12,0.023413745659793813,0.0,0.07732636444142055,1
13,0.023413745659793813,0.0,0.06968998690654446,1
14,0.023413745659793813,0.0,0.06294202039645368,1
15,0.023413745659793813,0.0,0.0569462407130488,1
16,0.023413745659793813,0.0,0.05159468360025075,1
17,0.023413745659793813,0.0,0.046800255133783296,1
18,0.023413745659793813,0.0,0.04249160456148125,1
19,0.023413745659793813,0.0,0.0,1
