step,loss,gradient_norm,update_norm,accepted
1,0.004933331699089024,0.007688451805413848,0.45200956261870595,1
2,0.004562366713905499,0.00021643372146665796,0.30302892465883824,1
3,0.00456236669103612,0.0,0.23415499241088258,1
4,0.00456236669103612,0.0,0.19174550541841248,1
5,0.00456236669103612,0.0,0.16202412588885853,1
6,0.00456236669103612,0.0,0.13960922019648173,1
7,0.00456236669103612,0.0,0.1218935762934568,1
8,0.00456236669103612,0.0,0.10743380831459527,1
9,0.00456236669103612,0.0,0.0953539617330235,1
10,0.00456236669103612,0.0,0.08508530401828299,1
11,0.00456236669103612,0.0,0.07623887947920308,1
12,0.00456236669103612,0.0,0.0685374518562549,1
13,0.00456236669103612,0.0,0.06177662850958814,1
14,0.00456236669103612,0.0,0.05580142005261158,1
15,0.00456236669103612,0.0,0.050491464942647814,1
16,0.00456236669103612,0.0,0.0457513632028726,1
17,0.00456236669103612,0.0,0.041504149620047615,1
18,0.00456236669103612,0.0,0.03768676521202969,1
19,0.00456236669103612,0.0,0.0,1
