step,loss,gradient_norm,update_norm,accepted
1,0.007206065665924791,0.020550792441343755,0.5566120054084692,1
2,0.006444099304399453,0.002162367446776176,0.3712895979860952,1
3,0.006444099389164447,0.0,0.28657582600587445,1
4,0.006444099389164447,0.0,0.23446325036228058,1
5,0.006444099389164447,0.0,0.1979738694139526,1
6,0.006444099389164447,0.0,0.1704769212335038,1
7,0.006444099389164447,0.0,0.14876079160772193,1
8,0.006444099389164447,0.0,0.13104791252349937,1
9,0.006444099389164447,0.0,0.11625978502345506,1
10,0.006444099389164447,0.0,0.1036963461333404,1
11,0.006444099389164447,0.0,0.09287894862377571,1
12,0.006444099389164447,0.0,0.08346652013109257,1
13,0.006444099389164447,0.0,0.07520767707434298,1
14,0.006444099389164447,0.0,0.06791185476950755,1
15,0.006444099389164447,0.0,0.06143111156941239,1
16,0.006444099389164447,0.0,0.05564822613625275,1
17,0.006444099389164447,0.0,0.050468661371855864,1
18,0.006444099389164447,0.0,0.04581498923933991,1
19,0.006444099389164447,0.0,0.0,1
